phase,epoch,train_loss,val_loss,val_auroc,val_auprc,lr
P3,4,1.0152593364976668,0.9854416815010277,0.7717948717948718,0.25647134413445494,0.0018090169943749475
P3,5,0.9643556360552565,0.9629205980816403,0.7871794871794872,0.3011846307486714,0.0017071067811865474
P3,6,0.9459423606608718,0.9390500719482834,0.800854700854701,0.3266551089240074,0.0015877852522924731
P3,7,0.9256920532809211,1.0063740788279354,0.768945868945869,0.31146507131579215,0.0014539904997395467
P3,8,0.900680583732616,0.9777643406713331,0.7897435897435897,0.3574646583583246,0.0013090169943749475
P3,9,0.8619569948839523,1.002234175398543,0.7868945868945869,0.3655410228513589,0.001156434465040231
P3,10,0.8533505988052325,0.9965337402111775,0.7863247863247864,0.38169623049735774,0.001
P3,11,0.8390820235958704,1.1084466504084098,0.752991452991453,0.37331998305842085,0.0008435655349597694
P3,12,0.8580156238347034,0.9793456551190969,0.7954415954415955,0.41270043440340404,0.0006909830056250527
P3,13,0.7974109350776123,1.0433175644359074,0.7824786324786325,0.40657731970127536,0.0005460095002604533
P3,14,0.7973986970588178,1.0184521602617729,0.7826210826210825,0.4414285589098153,0.00041221474770752696
P3,15,0.7567385619758529,1.0685027241706848,0.7773504273504274,0.44650452867675755,0.0002928932188134525
P3,16,0.7479524136620227,1.0650646227437097,0.78005698005698,0.4576718153441948,0.00019098300562505263
P3,17,0.7398576599033146,1.1092259102576487,0.7692307692307693,0.4565449156043924,0.00010899347581163219
P3,18,0.7176893162796064,1.0924938715792991,0.7742165242165241,0.46748267759874845,4.894348370484646e-05
P3,19,0.7176271199492968,1.1068826060037356,0.7726495726495727,0.46210267452942133,1.231165940486234e-05
P3,20,0.7077836818585135,1.112067914492375,0.7719373219373219,0.46087857529000087,0.0
